,REF,NOX,ATP
b2802,7.0136030987,8.5465764483,7.6562967143
b3875,4.5157272423,6.4463282203,5.5927825263
b4005,11.8351740033,12.38925635,12.26810997
b0842,8.895081045,9.156294436,9.1747075103
b0696,8.165676664,12.69540536,9.01948602
b1385,7.6509289263,7.82681868,7.6848045943
b3161,9.6268157957,10.5045101027,10.059895372
b1264,10.6316558167,10.523187759,10.2704953837
b2315,10.6408674247,10.4335295533,10.3202625967
b2818,11.4701158867,11.21114064,11.28451336
b3622,11.5051031433,10.98004771,10.868384441
b3902,3.986467933,4.27728798,5.0157165183
b2803,5.315221751,7.5839565543,6.817241212
b2224,5.5454156993,7.4267262727,6.984575356
b0855,9.7660607667,9.6953763033,9.531779584
b1662,11.33399653,10.8825395667,11.2521118633
b3833,12.3515204633,12.41973709,12.19823476
b0724,12.0934008233,12.7228503433,12.2510880667
b3089,11.12969925,11.2728117367,11.59406748
b3633,7.733928083,7.6340298643,8.207743122
b0149,11.0129020933,11.19818837,11.0546449733
b3212,12.4898424767,12.8853697,12.7601312967
b4088,9.7892202,10.5366151577,9.8118329913
